"victim_zip","SpeciesIDDesc","bite_date","BreedIDDesc","GenderIDDesc","color","vaccination_yrs","vaccination_date","AdvIssuedYNDesc","WhereBittenIDDesc","quarantine_date","DispositionIDDesc","head_sent_date","release_date","ResultsIDDesc","datadif","year","month","season","total","class","CountryCode","PlaceName","AdminName1","AdminCode1","AdminName2","AdminCode2","AdminName3","AdminCode3","latitude","longitude","accuracy"
"40031","DOG",2010-01-04,NA,"MALE","TAN",1,"2009-09-01 00:00:00","NO","HEAD","2010-01-15 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,1,"winter",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2010-10-20,NA,"UNKNOWN","GOLD",NA,NA,"NO","BODY","2010-10-20 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2013-06-17,NA,NA,NA,3,"2012-04-03 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,6,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2011-06-22,"HUSKY","FEMALE","BLK-WHT",1,"2011-06-02 00:00:00","NO","BODY","2011-06-24 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2013-08-14,"SHIH TZU","MALE","TAN WHT",1,"2013-08-16 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,8,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2014-06-13,"AM BULLDOG","MALE",NA,1,"2014-07-05 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2014,6,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2017-05-27,"PIT BULL","FEMALE","BROWN",1,"2018-04-11 00:00:00",NA,"BODY",NA,NA,NA,"2017-06-13 00:00:00",NA,NA,2017,5,"spring",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2011-06-08,NA,"MALE","BLUE MERLE",1,"2010-10-30 00:00:00","NO","BODY","2011-06-10 00:00:00",NA,NA,"2011-06-20 00:00:00",NA,NA,2011,6,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2016-04-02,"PIT BULL","MALE","BRN WHT",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,4,"spring",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2014-11-28,"POMERANIAN","FEMALE","WHITE",1,"2014-12-08 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2014,11,"fall",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2016-06-02,"PIT BULL","MALE","BLK WHT",NA,NA,NA,"BODY",NA,NA,NA,"2016-06-12 00:00:00",NA,NA,2016,6,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2016-07-16,"PIT BULL","MALE","WHT BLK",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2016,7,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","CAT",2013-01-01,NA,"MALE","BLACK",1,"2012-02-24 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2013,1,"winter",1561,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2011-08-05,"BULLMASTIFF","MALE","BRINDLE",NA,NA,"NO","BODY","2011-08-10 00:00:00",NA,NA,NA,NA,NA,2011,8,"summer",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40031","DOG",2016-05-31,"CHOW CHOW","MALE","BROWN",3,"2015-12-20 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-06-10 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","La Grange","Kentucky","KY","Oldham",185,"",NA,38.4029,-85.3928,4
"40033","DOG",2011-05-27,"BOXER","MALE","RED-WHT",3,"2008-10-03 00:00:00","NO","BODY","2011-06-01 00:00:00",NA,NA,"2011-06-06 00:00:00",NA,NA,2011,5,"spring",7003,"domestic","US","Lebanon","Kentucky","KY","Marion",155,"",NA,37.5658,-85.2668,4
"40033","CAT",2016-01-12,NA,"MALE","BLK WHT",NA,NA,"NO","UNKNOWN",NA,"RELEASED",NA,"2016-01-22 00:00:00",NA,NA,2016,1,"winter",1561,"domestic","US","Lebanon","Kentucky","KY","Marion",155,"",NA,37.5658,-85.2668,4
"40037","DOG",2011-05-28,"AMER. BULL DOG","FEMALE","WHT-BRN",3,"2009-08-31 00:00:00","NO","BODY","2011-06-08 00:00:00",NA,NA,"2011-06-10 00:00:00",NA,NA,2011,5,"spring",7003,"domestic","US","Loretto","Kentucky","KY","Marion",155,"",NA,37.6421,-85.4113,4
"40041","DOG",2010-11-08,NA,"MALE","BLACK",3,"2010-11-18 00:00:00","NO","BODY","2010-11-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Masonic Home","Kentucky","KY","Jefferson",111,"",NA,38.2536,-85.6622,1
"40046","DOG",2013-02-28,"POMERANIAN","FEMALE","RED",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2013,2,"winter",7003,"domestic","US","Mount Eden","Kentucky","KY","Spencer",215,"",NA,38.0352,-85.1641,4
"40047","DOG",2016-05-07,NA,"MALE","WHT BRN",3,"2013-08-09 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-23 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2014-07-01,"AM BULLDOG","MALE","WHT/BRINDL",1,"2014-07-21 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2014,7,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2014-02-07,NA,"MALE","WHITE",1,"2014-02-07 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2014,2,"winter",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2016-08-28,"PIT BULL","MALE","BRN",NA,NA,NA,"BODY",NA,NA,NA,"2016-09-06 00:00:00",NA,NA,2016,8,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2016-03-17,"ROTTWEILER","MALE","BLK/BRND",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,3,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2014-06-26,NA,NA,"BROWN",1,"2014-06-04 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,6,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2016-08-28,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,2016-08-28,NA,"UNKNOWN",0,2016,8,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2013-05-10,NA,"FEMALE","BLACK",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,5,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2011-03-20,"ROTTWEILER","MALE","BLK-TAN",3,"2010-02-12 00:00:00","NO","BODY","2011-03-24 00:00:00",NA,NA,NA,NA,NA,2011,3,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2015-07-01,"CHOW CHOW","FEMALE","RED",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,7,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2017-05-18,"HUSKY","FEMALE","WHITE",3,"2014-09-16 00:00:00",NA,"HEAD",NA,NA,NA,"2017-05-30 00:00:00",NA,NA,2017,5,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2015-10-30,"LABRADOR RETRIV","MALE","BLK GRY",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2015,10,"fall",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2017-07-04,"SHIH TZU","MALE","BLK GRY",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2017,7,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","CAT",2015-06-11,NA,"FEMALE","BLACK/WHIT",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2015,6,"summer",1561,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2016-08-18,"BOXER","MALE","BRN WHT",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,8,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2015-05-11,"LABRADOR RETRIV","FEMALE","GOLDEN",NA,NA,"NO","UNKNOWN",NA,"KILLED",2015-05-18,NA,"NEGATIVE",7,2015,5,"spring",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","CAT",2010-02-23,NA,"MALE","LT. BR",1,"2009-05-05 00:00:00","NO","BODY","2010-02-26 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,2,"winter",1561,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2016-08-30,NA,"UNKNOWN","BLK/WHT/GR",1,"2015-10-16 00:00:00",NA,"BODY",NA,NA,NA,"2016-09-12 00:00:00",NA,NA,2016,8,"summer",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40047","DOG",2013-02-02,"GOLD RETRIEVER","MALE","GOLD",1,"2013-01-15 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,2,"winter",7003,"domestic","US","Mount Washington","Kentucky","KY","Bullitt",29,"",NA,38.0452,-85.5586,4
"40056","DOG",2012-12-01,"HUSKY",NA,NA,1,"2012-12-28 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,12,"winter",7003,"domestic","US","Pewee Valley","Kentucky","KY","Oldham",185,"",NA,38.3039,-85.4834,4
"40056","DOG",2011-12-29,NA,"MALE","BROWN/WHIT",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Pewee Valley","Kentucky","KY","Oldham",185,"",NA,38.3039,-85.4834,4
"40056","DOG",2012-07-08,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,7,"summer",7003,"domestic","US","Pewee Valley","Kentucky","KY","Oldham",185,"",NA,38.3039,-85.4834,4
"40056","DOG",2016-12-01,"PIT BULL","FEMALE","GRAY WHT",NA,"2016-04-30 00:00:00",NA,"BODY",NA,NA,NA,"2016-12-13 00:00:00",NA,NA,2016,12,"winter",7003,"domestic","US","Pewee Valley","Kentucky","KY","Oldham",185,"",NA,38.3039,-85.4834,4
"40056","CAT",2011-08-07,NA,"MALE","GRAY",NA,NA,"NO","BODY","2011-08-08 00:00:00",NA,NA,NA,NA,NA,2011,8,"summer",1561,"domestic","US","Pewee Valley","Kentucky","KY","Oldham",185,"",NA,38.3039,-85.4834,4
"40057","DOG",2014-07-14,NA,"MALE","BLACK",2,"2014-05-06 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,7,"summer",7003,"domestic","US","Pleasureville","Kentucky","KY","Henry",103,"",NA,38.3598,-85.1072,4
"40059","DOG",2011-10-22,NA,"MALE","WHT-BLK",NA,NA,"NO","BODY","2011-11-01 00:00:00",NA,NA,NA,NA,NA,2011,10,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2012-11-16,"LABRADOR RETRIV","MALE","BLACK",1,"2012-05-03 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2012-12-15,NA,"MALE",NA,3,"2011-05-23 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2012,12,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-08-16,"RAT TERRIER","MALE","WHT BLK",NA,"2016-08-31 00:00:00",NA,NA,NA,NA,NA,"2016-08-29 00:00:00",NA,NA,2016,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-11-23,NA,"MALE","BLK-WHT",NA,NA,"NO","HEAD","2011-11-23 00:00:00",NA,NA,NA,NA,NA,2011,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-11-23,NA,NA,NA,NA,NA,"NO","BODY","2011-11-23 00:00:00",NA,NA,NA,NA,NA,2011,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-05-16,"GREAT DANE","MALE","BLCK",1,"2016-06-03 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-26 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2017-04-16,NA,NA,"ORANGE",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,4,"spring",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-03-20,"SCOTTISH TER.","MALE","BRINDLE",3,"2014-02-26 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,3,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-04-09,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-11-25,NA,"FEMALE","TAN",1,"2011-07-27 00:00:00","NO","BODY","2011-11-28 00:00:00","RELEASED",NA,NA,NA,NA,2011,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2011-10-12,NA,"MALE","CHOCOLATE",1,"2011-10-30 00:00:00","NO","BODY","2011-10-13 00:00:00","RELEASED",NA,NA,NA,NA,2011,10,"fall",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2012-04-14,NA,"MALE","BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-02-02,"BULL DOG",NA,"TAN BK",1,"2016-02-11 00:00:00",NA,"BODY",NA,NA,NA,"2016-03-04 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-04-24,"GERM SHEPHERD","MALE","BLK/TAN",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2017,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-04-26,"BEAGLE","MALE",NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2014-02-23,"DOTSON","MALE","BLACK/BROW",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,2,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2014-04-26,NA,"MALE","BRN WHT",1,"2013-10-03 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2016-09-18,NA,"FEMALE","GRY ORG",1,"2016-03-11 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-09-28 00:00:00",NA,NA,2016,9,"fall",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-04-29,NA,"MALE","YELLOW-TAN",1,"2010-10-18 00:00:00","NO","BODY","2011-05-02 00:00:00",NA,NA,NA,NA,NA,2011,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-06-08,"PIT BULL","MALE","BRINDLE",NA,NA,"NO","BODY",NA,NA,NA,NA,NA,NA,2017,6,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-11-15,"GERM SHEPHERD","FEMALE","BLACK/BROW",1,"2011-06-25 00:00:00","NO","BODY","2011-11-15 00:00:00","RELEASED",NA,NA,NA,NA,2011,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2010-08-16,NA,"UNKNOWN","BROWN",NA,NA,"YES","BODY","2010-08-16 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-07-17,"AAUST. TERR.","MALE",NA,1,"2016-10-22 00:00:00",NA,"BODY",NA,NA,NA,"2017-07-27 00:00:00",NA,NA,2017,7,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-04-15,"BOXER","FEMALE","BROWN",1,"2016-03-10 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2017-04-25 00:00:00",NA,NA,2017,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-08-21,"GERM SHEPHERD","MALE","BLK TAN",1,"2017-04-08 00:00:00",NA,"BODY",NA,NA,NA,"2017-08-31 00:00:00",NA,NA,2017,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-07-06,"LABRADOR RETRIV","FEMALE","BROWN",3,"2017-02-05 00:00:00",NA,"BODY",NA,NA,NA,"2017-07-17 00:00:00",NA,NA,2017,7,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-06-07,"PIT BULL","MALE","BRINDLE/BL",3,"2015-10-20 00:00:00","NO","BODY","2017-06-07 00:00:00",NA,NA,"2017-06-19 00:00:00",NA,NA,2017,6,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-12-29,"DACHSHUND",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-06-16,NA,"MALE","WHITE",1,"2015-02-19 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,6,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-08-15,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","BAT",2017-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,"summer",232,"wildlife","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-11-10,NA,"FEMALE","WHITE",NA,"2015-02-24 00:00:00",NA,"BODY",NA,NA,NA,"2015-11-20 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-08-06,NA,"FEMALE","BLK/BRN",1,"2016-09-06 00:00:00","NO","BODY","2017-08-07 00:00:00",NA,NA,"2017-08-16 00:00:00",NA,NA,2017,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2011-12-21,NA,NA,"YELLOW/ORG",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,12,"winter",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2013-12-11,NA,"MALE","BROWN TAN",1,"2013-02-13 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,12,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2010-07-31,NA,"UNKNOWN","BLACK",3,"2009-05-14 00:00:00","NO","BODY","2010-08-05 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,7,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2012-02-23,"BULLMASTIFF","MALE","GRY/BRD",1,"2011-09-07 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,2,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-12-08,NA,NA,"BRN BEIGE",1,"2015-02-03 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-12-18 00:00:00",NA,NA,2015,12,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2012-11-26,NA,"MALE","BLK",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,11,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-04-14,"GERM SHEPHERD","MALE","BRN BLK",3,"2015-05-15 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-03 00:00:00",NA,NA,2016,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2014-02-18,NA,"MALE","BROWN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,2,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2013-03-16,"MASTIF","MALE","BRINDLE",1,"2012-05-17 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,3,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2010-05-20,NA,"MALE","TRI",1,"2009-07-29 00:00:00","NO","BODY","2010-05-21 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,5,"spring",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-04-26,"PIT BULL",NA,"WHT BLK",1,"2017-01-09 00:00:00",NA,"BODY",NA,NA,NA,"2017-05-08 00:00:00",NA,NA,2017,4,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2013-06-29,"BASSET HOUND","FEMALE","RED",3,"2011-06-07 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2013,6,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2011-01-02,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2011-01-04 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2011,1,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-07-20,"ENGLISH BULLDOG","MALE","RED WHT",3,"2013-08-23 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-08-08 00:00:00",NA,NA,2016,7,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","CAT",2015-04-10,NA,"MALE","BLK WHT",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,4,"spring",1561,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2017-01-02,"COCKER SPAINEL","MALE",NA,1,"2016-02-14 00:00:00",NA,"HEAD",NA,NA,NA,"2017-01-12 00:00:00",NA,NA,2017,1,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2013-01-18,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,1,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-05-29,"GREYHOUND","MALE","BLACK",NA,NA,NA,"HEAD",NA,NA,NA,"2016-06-08 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2010-05-01,NA,"MALE","TAN",NA,NA,"NO","HEAD","2010-05-03 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,5,"spring",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2015-08-21,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,8,"summer",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2010-09-16,NA,"MALE","BLONDE",1,"2010-01-27 00:00:00","NO","BODY","2010-09-17 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,9,"fall",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
"40059","DOG",2016-02-29,"DOBERMAN","MALE","BLK TAN",1,"2015-06-11 00:00:00",NA,"BODY",NA,NA,NA,"2016-03-10 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Prospect","Kentucky","KY","Jefferson",111,"",NA,38.356,-85.6083,4
